,chrom,enh_start,enh_end,prom_start,prom_end,enh_name,prom_name,bin1_start,bin1_end,bin2_start,bin2_end,modle_count,valid_count
0,chr10,136117,136372,931614,931964,EH38E2880230,EH38E1441560,135000,140000,930000,935000,4,-1
1,chr10,394494,394718,931614,931964,EH38E2880386,EH38E1441560,390000,395000,930000,935000,6,-1
2,chr10,930695,931020,931614,931964,EH38E1441557,EH38E1441560,930000,935000,930000,935000,2445,-1
3,chr10,932025,932180,931614,931964,EH38E2880854,EH38E1441560,930000,935000,930000,935000,2445,-1
4,chr10,1110212,1110562,931614,931964,EH38E2880993,EH38E1441560,1110000,1115000,930000,935000,4,-1
5,chr10,1240346,1240689,931614,931964,EH38E2881100,EH38E1441560,1240000,1245000,930000,935000,7,-1
6,chr10,1309676,1310016,931614,931964,EH38E2881149,EH38E1441560,1305000,1310000,930000,935000,1,-1
7,chr10,1310208,1310553,931614,931964,EH38E2881150,EH38E1441560,1310000,1315000,930000,935000,3,-1
8,chr10,1310582,1310732,931614,931964,EH38E2881151,EH38E1441560,1310000,1315000,930000,935000,3,-1
9,chr10,2201692,2202039,931614,931964,EH38E1442201,EH38E1441560,2200000,2205000,930000,935000,1,-1
10,chr10,2202442,2202675,931614,931964,EH38E1442202,EH38E1441560,2200000,2205000,930000,935000,1,-1
11,chr10,3173669,3173834,931614,931964,EH38E2881875,EH38E1441560,3170000,3175000,930000,935000,1,-1
12,chr10,136117,136372,988212,988557,EH38E2880230,EH38E2880897,135000,140000,985000,990000,4,-1
13,chr10,394494,394718,988212,988557,EH38E2880386,EH38E2880897,390000,395000,985000,990000,12,-1
14,chr10,930695,931020,988212,988557,EH38E1441557,EH38E2880897,930000,935000,985000,990000,120,-1
15,chr10,932025,932180,988212,988557,EH38E2880854,EH38E2880897,930000,935000,985000,990000,120,-1
16,chr10,1110212,1110562,988212,988557,EH38E2880993,EH38E2880897,1110000,1115000,985000,990000,18,-1
17,chr10,1240346,1240689,988212,988557,EH38E2881100,EH38E2880897,1240000,1245000,985000,990000,6,-1
18,chr10,1309676,1310016,988212,988557,EH38E2881149,EH38E2880897,1310000,1315000,985000,990000,8,-1
19,chr10,1310208,1310553,988212,988557,EH38E2881150,EH38E2880897,1310000,1315000,985000,990000,8,-1
20,chr10,1310582,1310732,988212,988557,EH38E2881151,EH38E2880897,1310000,1315000,985000,990000,8,-1
21,chr10,3173669,3173834,988212,988557,EH38E2881875,EH38E2880897,3170000,3175000,985000,990000,2,-1
22,chr10,3829722,3830008,988212,988557,EH38E1443215,EH38E2880897,3825000,3830000,985000,990000,1,-1
23,chr10,394494,394718,1049038,1049385,EH38E2880386,EH38E1441656,390000,395000,1045000,1050000,7,-1
24,chr10,930695,931020,1049038,1049385,EH38E1441557,EH38E1441656,930000,935000,1045000,1050000,23,-1
25,chr10,932025,932180,1049038,1049385,EH38E2880854,EH38E1441656,930000,935000,1045000,1050000,23,-1
26,chr10,1110212,1110562,1049038,1049385,EH38E2880993,EH38E1441656,1110000,1115000,1045000,1050000,24,-1
